Date;Zone;Prix_SP95;Prix Gazole;Trafic Routier;Voyageurs TC;Index SP95;Index Trafic;Index TC;Var SP95 %;Var Trafic %;Var TC %;Niveau Prix SP95;Niveau Prix Gazole;Var Gazole %;Index Gazole;;;;;;
2023-09;Urbaine;1,950 €;2,000 €;13803;10690;128,15;101,91;102,60;2,63%;-4,36%;-15,25%;Élevé;Très élevé;2,56%;138,73;;;;;;
2023-09;Périurbaine;1,950 €;2,000 €;11336;1635;128,15;99,12;102,60;2,63%;-4,51%;-15,24%;Élevé;Très élevé;2,56%;138,73;;;;;;
2023-09;Rurale;1,950 €;2,000 €;4929;252;128,15;96,34;102,86;2,63%;-4,66%;-15,15%;Élevé;Très élevé;2,56%;138,73;;;;;;
2023-10;Urbaine;1,900 €;1,950 €;13470;10476;124,86;99,45;100,54;-2,56%;-2,41%;-2,00%;Élevé;Élevé;-2,50%;135,26;;;;;;
2023-10;Périurbaine;1,900 €;1,950 €;11093;1602;124,86;96,99;100,53;-2,56%;-2,14%;-2,02%;Élevé;Élevé;-2,50%;135,26;;;;;;
2023-10;Rurale;1,900 €;1,950 €;4836;246;124,86;94,52;100,41;-2,56%;-1,89%;-2,38%;Élevé;Élevé;-2,50%;135,26;;;;;;
2023-11;Urbaine;1,850 €;1,900 €;12894;9834;121,58;95,20;94,38;-2,63%;-4,28%;-6,13%;Élevé;Élevé;-2,56%;131,79;;;;;;
2023-11;Périurbaine;1,850 €;1,900 €;10638;1504;121,58;93,01;94,38;-2,63%;-4,10%;-6,12%;Élevé;Élevé;-2,56%;131,79;;;;;;
2023-11;Rurale;1,850 €;1,900 €;4647;231;121,58;90,83;94,29;-2,63%;-3,91%;-6,10%;Élevé;Élevé;-2,56%;131,79;;;;;;
2023-12;Urbaine;1,800 €;1,850 €;12346;9407;118,29;91,15;90,28;-2,70%;-4,25%;-4,34%;Élevé;Élevé;-2,63%;128,32;;;;;;
2023-12;Périurbaine;1,800 €;1,850 €;10194;1439;118,29;89,13;90,30;-2,70%;-4,17%;-4,32%;Élevé;Élevé;-2,63%;128,32;;;;;;
2023-12;Rurale;1,800 €;1,850 €;4456;221;118,29;87,09;90,20;-2,70%;-4,11%;-4,33%;Élevé;Élevé;-2,63%;128,32;;;;;;
2024-01;Urbaine;1,800 €;1,850 €;12370;9307;118,29;91,33;89,32;0,00%;0,19%;-1,06%;Élevé;Élevé;0,00%;128,32;;;;;;
2024-01;Périurbaine;1,800 €;1,850 €;10214;1423;118,29;89,31;89,30;0,00%;0,20%;-1,11%;Élevé;Élevé;0,00%;128,32;;;;;;
2024-01;Rurale;1,800 €;1,850 €;4466;219;118,29;87,29;89,39;0,00%;0,22%;-0,90%;Élevé;Élevé;0,00%;128,32;;;;;;
2024-02;Urbaine;1,820 €;1,870 €;12125;9526;119,61;89,52;91,42;1,11%;-1,98%;2,35%;Élevé;Élevé;1,08%;129,71;;;;;;
2024-02;Périurbaine;1,820 €;1,870 €;10002;1457;119,61;87,45;91,43;1,11%;-2,08%;2,39%;Élevé;Élevé;1,08%;129,71;;;;;;
2024-02;Rurale;1,820 €;1,870 €;4369;224;119,61;85,39;91,43;1,11%;-2,17%;2,28%;Élevé;Élevé;1,08%;129,71;;;;;;
2024-03;Urbaine;1,850 €;1,900 €;12953;10183;121,58;95,63;97,73;1,65%;6,83%;6,90%;Élevé;Élevé;1,60%;131,79;;;;;;
2024-03;Périurbaine;1,850 €;1,900 €;10672;1557;121,58;93,31;97,70;1,65%;6,70%;6,86%;Élevé;Élevé;1,60%;131,79;;;;;;
2024-03;Rurale;1,850 €;1,900 €;4655;240;121,58;90,98;97,96;1,65%;6,55%;7,14%;Élevé;Élevé;1,60%;131,79;;;;;;
2024-04;Urbaine;1,880 €;1,920 €;13214;10511;123,55;97,56;100,88;1,62%;2,01%;3,22%;Élevé;Élevé;1,05%;133,18;;;;;;
2024-04;Périurbaine;1,880 €;1,920 €;10890;1608;123,55;95,22;100,90;1,62%;2,04%;3,28%;Élevé;Élevé;1,05%;133,18;;;;;;
2024-04;Rurale;1,880 €;1,920 €;4752;247;123,55;92,88;100,82;1,62%;2,08%;2,92%;Élevé;Élevé;1,05%;133,18;;;;;;
2024-05;Urbaine;1,900 €;1,950 €;13733;10949;124,86;101,39;105,08;1,06%;3,93%;4,17%;Élevé;Élevé;1,56%;135,26;;;;;;
2024-05;Périurbaine;1,900 €;1,950 €;11324;1675;124,86;99,01;105,11;1,06%;3,99%;4,17%;Élevé;Élevé;1,56%;135,26;;;;;;
2024-05;Rurale;1,900 €;1,950 €;4944;258;124,86;96,63;105,31;1,06%;4,04%;4,45%;Élevé;Élevé;1,56%;135,26;;;;;;
2024-06;Urbaine;1,920 €;1,970 €;14003;11278;126,18;103,39;108,24;1,05%;1,97%;3,00%;Élevé;Élevé;1,03%;136,65;;;;;;
2024-06;Périurbaine;1,920 €;1,970 €;11545;1725;126,18;100,94;108,25;1,05%;1,95%;2,99%;Élevé;Élevé;1,03%;136,65;;;;;;
2024-06;Rurale;1,920 €;1,970 €;5040;265;126,18;98,51;108,16;1,05%;1,94%;2,71%;Élevé;Élevé;1,03%;136,65;;;;;;
2024-07;Urbaine;1,900 €;1,950 €;14660;13139;124,86;108,24;126,10;-1,04%;4,69%;16,50%;Élevé;Élevé;-1,02%;135,26;;;;;;
2024-07;Périurbaine;1,900 €;1,950 €;12092;2010;124,86;105,73;126,13;-1,04%;4,74%;16,52%;Élevé;Élevé;-1,02%;135,26;;;;;;
2024-07;Rurale;1,900 €;1,950 €;5281;309;124,86;103,22;126,12;-1,04%;4,78%;16,60%;Élevé;Élevé;-1,02%;135,26;;;;;;
2024-08;Urbaine;1,880 €;1,930 €;14387;12920;123,55;106,22;124,00;-1,05%;-1,86%;-1,67%;Élevé;Élevé;-1,03%;133,87;;;;;;
2024-08;Périurbaine;1,880 €;1,930 €;11869;1976;123,55;103,78;124,00;-1,05%;-1,84%;-1,69%;Élevé;Élevé;-1,03%;133,87;;;;;;
2024-08;Rurale;1,880 €;1,930 €;5185;304;123,55;101,34;124,08;-1,05%;-1,82%;-1,62%;Élevé;Élevé;-1,03%;133,87;;;;;;
2024-09;Urbaine;1,900 €;1,950 €;13700;10949;124,86;101,15;105,08;1,06%;-4,78%;-15,26%;Élevé;Élevé;1,04%;135,26;;;;;;
2024-09;Périurbaine;1,900 €;1,950 €;11313;1675;124,86;98,91;105,11;1,06%;-4,68%;-15,23%;Élevé;Élevé;1,04%;135,26;;;;;;
2024-09;Rurale;1,900 €;1,950 €;4946;258;124,86;96,67;105,31;1,06%;-4,61%;-15,13%;Élevé;Élevé;1,04%;135,26;;;;;;
2024-10;Urbaine;1,920 €;1,970 €;13413;10730;126,18;99,03;102,98;1,05%;-2,09%;-2,00%;Élevé;Élevé;1,03%;136,65;;;;;;
2024-10;Périurbaine;1,920 €;1,970 €;11085;1641;126,18;96,92;102,98;1,05%;-2,02%;-2,03%;Élevé;Élevé;1,03%;136,65;;;;;;
2024-10;Rurale;1,920 €;1,970 €;4851;252;126,18;94,81;102,86;1,05%;-1,92%;-2,33%;Élevé;Élevé;1,03%;136,65;;;;;;
2024-11;Urbaine;1,900 €;1,950 €;12876;10073;124,86;95,06;96,67;-1,04%;-4,00%;-6,12%;Élevé;Élevé;-1,02%;135,26;;;;;;
2024-11;Périurbaine;1,900 €;1,950 €;10644;1541;124,86;93,07;96,70;-1,04%;-3,98%;-6,09%;Élevé;Élevé;-1,02%;135,26;;;;;;
2024-11;Rurale;1,900 €;1,950 €;4659;237;124,86;91,06;96,73;-1,04%;-3,96%;-5,95%;Élevé;Élevé;-1,02%;135,26;;;;;;
2024-12;Urbaine;1,880 €;1,930 €;12343;9636;123,55;91,13;92,48;-1,05%;-4,14%;-4,34%;Élevé;Élevé;-1,03%;133,87;;;;;;
2024-12;Périurbaine;1,880 €;1,930 €;10204;1474;123,55;89,22;92,50;-1,05%;-4,13%;-4,35%;Élevé;Élevé;-1,03%;133,87;;;;;;
2024-12;Rurale;1,880 €;1,930 €;4468;227;123,55;87,33;92,65;-1,05%;-4,10%;-4,22%;Élevé;Élevé;-1,03%;133,87;;;;;;
2025-01;Urbaine;1,850 €;1,800 €;12491;9540;121,58;92,22;91,56;-1,60%;1,20%;-1,00%;Élevé;Élevé;-6,74%;124,86;;;;;;
2025-01;Périurbaine;1,850 €;1,800 €;10270;1459;121,58;89,79;91,55;-1,60%;0,65%;-1,02%;Élevé;Élevé;-6,74%;124,86;;;;;;
2025-01;Rurale;1,850 €;1,800 €;4470;224;121,58;87,37;91,43;-1,60%;0,04%;-1,32%;Élevé;Élevé;-6,74%;124,86;;;;;;
2025-02;Urbaine;1,840 €;1,780 €;12207;9764;120,92;90,13;93,71;-0,54%;-2,27%;2,35%;Élevé;Élevé;-1,11%;123,47;;;;;;
2025-02;Périurbaine;1,840 €;1,780 €;10044;1493;120,92;87,82;93,69;-0,54%;-2,20%;2,33%;Élevé;Élevé;-1,11%;123,47;;;;;;
2025-02;Rurale;1,840 €;1,780 €;4375;230;120,92;85,51;93,88;-0,54%;-2,13%;2,68%;Élevé;Élevé;-1,11%;123,47;;;;;;
2025-03;Urbaine;1,830 €;1,770 €;13049;10437;120,26;96,34;100,17;-0,54%;6,90%;6,89%;Élevé;Élevé;-0,56%;122,77;;;;;;
2025-03;Périurbaine;1,830 €;1,770 €;10719;1596;120,26;93,72;100,15;-0,54%;6,72%;6,90%;Élevé;Élevé;-0,56%;122,77;;;;;;
2025-03;Rurale;1,830 €;1,770 €;4662;246;120,26;91,12;100,41;-0,54%;6,56%;6,96%;Élevé;Élevé;-0,56%;122,77;;;;;;
2025-04;Urbaine;1,850 €;1,750 €;13329;10774;121,58;98,41;103,40;1,09%;2,15%;3,23%;Élevé;Élevé;-1,13%;121,39;;;;;;
2025-04;Périurbaine;1,850 €;1,750 €;10944;1648;121,58;95,69;103,41;1,09%;2,10%;3,26%;Élevé;Élevé;-1,13%;121,39;;;;;;
2025-04;Rurale;1,850 €;1,750 €;4757;254;121,58;92,98;103,67;1,09%;2,04%;3,25%;Élevé;Élevé;-1,13%;121,39;;;;;;
2025-05;Urbaine;1,870 €;1,760 €;13795;11223;122,89;101,85;107,71;1,08%;3,50%;4,17%;Élevé;Élevé;0,57%;122,08;;;;;;
2025-05;Périurbaine;1,870 €;1,760 €;11361;1716;122,89;99,33;107,68;1,08%;3,81%;4,13%;Élevé;Élevé;0,57%;122,08;;;;;;
2025-05;Rurale;1,870 €;1,760 €;4953;264;122,89;96,81;107,76;1,08%;4,12%;3,94%;Élevé;Élevé;0,57%;122,08;;;;;;
2025-06;Urbaine;1,880 €;1,770 €;14032;11559;123,55;103,60;110,94;0,53%;1,72%;2,99%;Élevé;Élevé;0,57%;122,77;;;;;;
2025-06;Périurbaine;1,880 €;1,770 €;11570;1768;123,55;101,16;110,94;0,53%;1,84%;3,03%;Élevé;Élevé;0,57%;122,77;;;;;;
2025-06;Rurale;1,880 €;1,770 €;5051;272;123,55;98,72;111,02;0,53%;1,98%;3,03%;Élevé;Élevé;0,57%;122,77;;;;;;
2025-07;Urbaine;1,860 €;1,740 €;14710;13467;122,23;108,60;129,25;-1,06%;4,83%;16,51%;Élevé;Élevé;-1,69%;120,69;;;;;;
2025-07;Périurbaine;1,860 €;1,740 €;12124;2060;122,23;106,01;129,27;-1,06%;4,79%;16,52%;Élevé;Élevé;-1,69%;120,69;;;;;;
2025-07;Rurale;1,860 €;1,740 €;5291;317;122,23;103,41;129,39;-1,06%;4,75%;16,54%;Élevé;Élevé;-1,69%;120,69;;;;;;
2025-08;Urbaine;1,840 €;1,720 €;14519;13243;120,92;107,19;127,10;-1,08%;-1,30%;-1,66%;Élevé;Élevé;-1,15%;119,31;;;;;;
2025-08;Périurbaine;1,840 €;1,720 €;11932;2025;120,92;104,33;127,07;-1,08%;-1,58%;-1,70%;Élevé;Élevé;-1,15%;119,31;;;;;;
2025-08;Rurale;1,840 €;1,720 €;5191;312;120,92;101,46;127,35;-1,08%;-1,89%;-1,58%;Élevé;Élevé;-1,15%;119,31;;;;;;
2025-09;Urbaine;1,870 €;1,750 €;13825;11223;122,89;102,07;107,71;1,63%;-4,78%;-15,25%;Élevé;Élevé;1,74%;121,39;;;;;;
2025-09;Périurbaine;1,870 €;1,750 €;11371;1716;122,89;99,42;107,68;1,63%;-4,70%;-15,26%;Élevé;Élevé;1,74%;121,39;;;;;;
2025-09;Rurale;1,870 €;1,750 €;4951;264;122,89;96,77;107,76;1,63%;-4,62%;-15,38%;Élevé;Élevé;1,74%;121,39;;;;;;
2025-10;Urbaine;1,890 €;1,780 €;13498;10998;124,21;99,66;105,55;1,07%;-2,37%;-2,00%;Élevé;Élevé;1,71%;123,47;;;;;;
2025-10;Périurbaine;1,890 €;1,780 €;11129;1682;124,21;97,31;105,55;1,07%;-2,13%;-1,98%;Élevé;Élevé;1,71%;123,47;;;;;;
2025-10;Rurale;1,890 €;1,780 €;4858;259;124,21;94,95;105,71;1,07%;-1,88%;-1,89%;Élevé;Élevé;1,71%;123,47;;;;;;
2025-11;Urbaine;1,910 €;1,800 €;13066;10325;125,52;96,47;99,09;1,06%;-3,20%;-6,12%;Élevé;Élevé;1,12%;124,86;;;;;;
2025-11;Périurbaine;1,910 €;1,800 €;10726;1579;125,52;93,78;99,08;1,06%;-3,62%;-6,12%;Élevé;Élevé;1,12%;124,86;;;;;;
2025-11;Rurale;1,910 €;1,800 €;4661;243;125,52;91,10;99,18;1,06%;-4,06%;-6,18%;Élevé;Élevé;1,12%;124,86;;;;;;
2025-12;Urbaine;1,920 €;1,820 €;12344;9876;126,18;91,14;94,78;0,52%;-5,53%;-4,35%;Élevé;Élevé;1,11%;126,24;;;;;;
2025-12;Périurbaine;1,920 €;1,820 €;10217;1510;126,18;89,33;94,76;0,52%;-4,75%;-4,37%;Élevé;Élevé;1,11%;126,24;;;;;;
2025-12;Rurale;1,920 €;1,820 €;4478;232;126,18;87,52;94,69;0,52%;-3,93%;-4,53%;Élevé;Élevé;1,11%;126,24;;;;;;
2026-01;Urbaine;1,950 €;1,880 €;12447;9729;128,15;91,90;93,37;1,56%;0,83%;-1,49%;Élevé;Élevé;3,30%;130,40;;;;;;
2026-01;Périurbaine;1,950 €;1,880 €;10266;1488;128,15;89,76;93,37;1,56%;0,48%;-1,46%;Élevé;Élevé;3,30%;130,40;;;;;;
2026-01;Rurale;1,950 €;1,880 €;4484;229;128,15;87,64;93,47;1,56%;0,13%;-1,29%;Élevé;Élevé;3,30%;130,40;;;;;;
2026-02;Urbaine;1,980 €;1,920 €;12139;9959;130,12;89,62;95,58;1,54%;-2,47%;2,36%;Élevé;Élevé;2,13%;133,18;;;;;;
2026-02;Périurbaine;1,980 €;1,920 €;10031;1523;130,12;87,71;95,57;1,54%;-2,29%;2,35%;Élevé;Élevé;2,13%;133,18;;;;;;
2026-02;Rurale;1,980 €;1,920 €;4389;234;130,12;85,78;95,51;1,54%;-2,12%;2,18%;Élevé;Élevé;2,13%;133,18;;;;;;
2026-03;Urbaine;1,900 €;2,050 €;12891;10645;124,86;95,18;102,16;-4,04%;6,19%;6,89%;Élevé;Très élevé;6,77%;142,20;;;;;;
2026-03;Périurbaine;1,900 €;2,050 €;10675;1628;124,86;93,34;102,16;-4,04%;6,42%;6,89%;Élevé;Très élevé;6,77%;142,20;;;;;;
2026-03;Rurale;1,900 €;2,050 €;4681;250;124,86;91,49;102,04;-4,04%;6,65%;6,84%;Élevé;Très élevé;6,77%;142,20;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Corrélation: Par zone                                                              Globale ;;;;;;;;;;;;;;;;;;;;;
SP95 ;;Gazole ;;;SP95;0,64;0,57;;;;;;;;;;;;;;
Urbain;0,64;Urbain;0,62;;Gazole;0,62;0,54;;;;;;;;;;;;;;
Péri;0,64;Péri;0,62;;;TC;Trafic;;;;;;;;;;;;;;
Rurale;0,64;Rurale;0,62;;;;;;;;;;;;;;;;;;
Urbain;0,57;Urbain;0,54;;;;;;;;;;;;;;;;;;
Péri;0,50;Péri;0,47;;;;;;;;;;;;;;;;;;
Rurale;0,41;Rurale;0,38;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;Orange ;Prix-TC;;;;;;;;;;;;;;;;
;;;;Vert ;Prix-Trafic;;;;;;;;;;;;;;;;
